"X","Y","Unique Squirrel ID","Hectare","Shift","Date","Hectare Squirrel Number","Age","Primary Fur Color","Highlight Fur Color","Combination of Primary and Highlight Color","Color notes","Location","Above Ground Sighter Measurement","Specific Location","Running","Chasing","Climbing","Eating","Foraging","Other Activities","Kuks","Quaas","Moans","Tail flags","Tail twitches","Approaches","Indifferent","Runs from","Other Interactions","Lat/Long"
"-73.96128545061","40.79208306736","32C-PM-1013-04","32C","PM","10132018","4","Juvenile","Gray",,"Gray+",,"Above Ground",,,"true","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9612854506075 40.7920830673571)"
"-73.9617250054","40.7925390432","33B-PM-1010-03","33B","PM","10102018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","false",,"false","false","false","false","true","false","false","true",,"POINT (-73.9617250054003 40.7925390432044)"
"-73.96242097997","40.79102009728","31C-PM-1010-01","31C","PM","10102018","1","Adult","Gray","White","Gray+White",,"Above Ground","3",,"false","false","true","false","false",,"false","false","false","false","true","false","false","true",,"POINT (-73.9624209799704 40.7910200972752)"
"-73.97075421899","40.77170329869","9G-PM-1007-04","09G","PM","10072018","4","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9707542189896 40.77170329868851)"
"-73.97797608744","40.76982309366","4C-PM-1010-16","04C","PM","10102018","16","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9779760874355 40.7698230936583)"
"-73.96829651977","40.78053789639","18D-AM-1018-04","18D","AM","10182018","4","Adult","Gray",,"Gray+",,"Above Ground","2",,"false","false","true","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9682965197661 40.7805378963883)"
"-73.97469658949","40.76643517243","2G-AM-1010-03","02G","AM","10102018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9746965894947 40.7664351724309)"
"-73.95180081496","40.79537380936","40H-AM-1017-01","40H","AM","10172018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE","base of tree","false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9518008149564 40.7953738093588)"
"-73.97468775193","40.77614028081","11B-PM-1014-03","11B","PM","10142018","3",,"Gray",,"Gray+",,"Above Ground","10",,"false","true","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9746877519291 40.7761402808083)"
"-73.96931599347","40.78312123383","21B-PM-1017-03","21B","PM","10172018","3","Juvenile","Cinnamon","White","Cinnamon+White",,"Above Ground","1",,"false","true","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9693159934697 40.7831212338295)"
"-73.96251649465","40.78847689899","28D-PM-1019-02","28D","PM","10192018","2","Adult","Black",,"Black+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.962516494651 40.7884768989902)"
"-73.97390388322","40.77303548906","9D-AM-1008-03","09D","AM","10082018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9739038832156 40.7730354890554)"
"-73.95620685376","40.79673328532","39D-AM-1008-01","39D","AM","10082018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","true","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9562068537632 40.7967332853238)"
"-73.97510567148","40.77320600352","8C-PM-1013-03","08C","PM","10132018","3","Juvenile","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","true","false","false","true","false",,"POINT (-73.9751056714758 40.7732060035215)"
"-73.9710288101","40.771577711","9G-PM-1007-01","09G","PM","10072018","1","Adult","Gray",,"Gray+",,"Above Ground","2",,"false","false","true","false","false","climbing (down tree)","false","false","false","false","false","false","false","false",,"POINT (-73.9710288101006 40.7715777109992)"
"-73.96559255274","40.77600491711","15H-PM-1008-05","15H","PM","10082018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","lawn","false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9655925527354 40.7760049171097)"
"-73.97332225313","40.76499753715","1I-PM-1012-01","01I","PM","10122018","1","Juvenile","Gray","Black, Cinnamon, White","Gray+Black, Cinnamon, White","Gray, Black, & Cinnamon selected as Primary. Gray, Cinnamon, & White selected as Highlights. Made executive adjustments.","Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","true","false","false","true",,"POINT (-73.9733222531339 40.7649975371546)"
"-73.9635412641","40.79025293546","30B-AM-1007-11","30B","AM","10072018","11","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9635412640983 40.7902529354639)"
"-73.98063779676","40.76810971683","1B-AM-1012-15","01B","AM","10122018","15","Adult","Gray",,"Gray+",,"Above Ground","5",,"false","false","true","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9806377967573 40.7681097168268)"
"-73.95328046501","40.79345793333","37H-PM-1006-05","37H","PM","10062018","5",,,,"+",,"Above Ground",,"tree","false","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9532804650089 40.7934579333341)"
"-73.96859402621","40.77693210201","15F-AM-1007-07","15F","AM","10072018","7","Adult","Cinnamon","Black","Cinnamon+Black",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9685940262068 40.776932102013)"
"-73.96820620127","40.78649843619","24A-AM-1014-02","24A","AM","10142018","2","Adult","Gray","Cinnamon","Gray+Cinnamon","Blonde? in Highlights","Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9682062012675 40.786498436192)"
"-73.9626560807","40.78846330499","28D-AM-1012-05","28D","AM","10122018","5","Juvenile","Black",,"Black+",,"Above Ground","30",,"false","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9626560807032 40.7884633049896)"
"-73.96533111366","40.78019349034","19F-PM-1017-07","19F","PM","10172018","7","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9653311136561 40.78019349034301)"
"-73.97822839218","40.76679326021","1D-PM-1007-02","01D","PM","10072018","2","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","true","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9782283921819 40.7667932602077)"
"-73.96040944813","40.79514514788","36B-PM-1013-01","36B","PM","10132018","1","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.9604094481336 40.7951451478793)"
"-73.97884363684","40.7691104999","3B-AM-1010-05","03B","AM","10102018","5","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9788436368415 40.7691104998969)"
"-73.97580936252","40.77347027378","8B-PM-1012-09","08B","PM","10122018","9","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground",,"tree","true","false","true","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.975809362521 40.7734702737835)"
"-73.96236214125","40.7814673556","22H-PM-1007-03","22H","PM","10072018","3","Adult","Gray","White","Gray+White",,"Above Ground","4","chased squirrel #2 away","false","false","true","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9623621412501 40.7814673556041)"
"-73.97921614692","40.76792854363","2C-PM-1013-10","02C","PM","10132018","10","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9792161469158 40.7679285436253)"
"-73.97212103729","40.76679714761","4I-AM-1006-02","04I","AM","10062018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9721210372896 40.7667971476099)"
"-73.96180763594","40.79478087182","35A-PM-1013-05","35A","PM","10132018","5","Adult","Gray",,"Gray+",,"Above Ground","3","in tree","false","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9618076359384 40.7947808718203)"
"-73.97918261971","40.76857784475","2B-AM-1010-08","02B","AM","10102018","8","Juvenile","Cinnamon","Gray, White","Cinnamon+Gray, White",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9791826197108 40.768577844752)"
"-73.97829402311","40.76942360972","4B-PM-1018-05","04B","PM","10182018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9782940231149 40.7694236097224)"
"-73.97287975314","40.77867331487","15B-PM-1017-01","15B","PM","10172018","1",,"Gray",,"Gray+",,"Above Ground","20","in tree","false","false","true","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9728797531377 40.7786733148687)"
"-73.97420107261","40.76915016993","5F-AM-1007-03","05F","AM","10072018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9742010726136 40.769150169929006)"
"-73.96811468302","40.77367722794","12H-PM-1007-06","12H","PM","10072018","6","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9681146830162 40.7736772279412)"
"-73.97671001013","40.7675779952","2E-PM-1014-03","02E","PM","10142018","3","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9767100101318 40.7675779951996)"
"-73.97555625268","40.76788210295","3E-AM-1006-07","03E","AM","10062018","7","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","false","burying nuts","false","false","false","false","false","false","false","false",,"POINT (-73.9755562526811 40.7678821029525)"
"-73.97648512318","40.77157368629","6C-AM-1007-07","06C","AM","10072018","7","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","true","false","false","ambling","false","false","false","false","false","true","false","true","trucks","POINT (-73.9764851231754 40.7715736862861)"
"-73.9682830511","40.78101510873","19D-PM-1008-03","19D","PM","10082018","3","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","may be same squirrel as #1 - male","Above Ground","5","on branch of dead tree","false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9682830510954 40.7810151087286)"
"-73.96943449563","40.77428692769","12G-PM-1007-01","12G","PM","10072018","1",,"Gray",,"Gray+",,"Above Ground","40","in tree","false","true","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9694344956258 40.7742869276902)"
"-73.95581188871","40.79688571344","39E-PM-1013-01","39E","PM","10132018","1","Adult","Gray","Cinnamon","Gray+Cinnamon","Cinnamon head","Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9558118887106 40.796885713436005)"
"-73.96360276644","40.79007596659","30B-PM-1019-01","30B","PM","10192018","1","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"true","false","false","true","true",,"false","false","false","false","true","false","false","true",,"POINT (-73.9636027664439 40.790075966587)"
"-73.97452041691","40.77362828685","9C-AM-1006-01","09C","AM","10062018","1","Adult","Gray",,"Gray+",,"Above Ground","40","Tree","true","false","false","false","false",,"false","false","false","false","true","false","false","false",,"POINT (-73.9745204169071 40.7736282868469)"
"-73.97122650228","40.77837909912","15C-PM-1017-04","15C","PM","10172018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","true","false","false",,"POINT (-73.9712265022781 40.7783790991192)"
"-73.97182482735","40.780199897","17A-PM-1013-01","17A","PM","10132018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true","crossing path","false","false","false","false","false","false","true","false",,"POINT (-73.9718248273522 40.78019989700291)"
"-73.95421186148","40.79391713955","37G-AM-1014-06","37G","AM","10142018","6","Adult","Gray","White","Gray+White","White tail","Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.95421186147692 40.7939171395463)"
"-73.97483673444","40.7693513","5E-PM-1012-06","05E","PM","10122018","6","Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",,"Above Ground","10","oak tree at end of ramp from Chess House","true","false","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9748367344424 40.7693513000034)"
"-73.96139989679","40.79124372357","32C-PM-1013-02","32C","PM","10132018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","true","false","false","false",,"false","false","false","false","true","false","false","false",,"POINT (-73.9613998967903 40.7912437235667)"
"-73.95575430068","40.79568139974","38E-PM-1014-02","38E","PM","10142018","2","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.955754300682 40.79568139974)"
"-73.96573273328","40.7747554569","14I-PM-1018-03","14I","PM","10182018","3","Juvenile","Gray","Black","Gray+Black",,"Above Ground","4",,"false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9657327332849 40.7747554568985)"
"-73.95274305102","40.79248079506","36I-PM-1007-12","36I","PM","10072018","12","Juvenile","Gray","Cinnamon","Gray+Cinnamon","Tiny! So tiny!","Above Ground","2",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9527430510248 40.7924807950552)"
"-73.97359899155","40.7783020017","14A-PM-1014-03","14A","PM","10142018","3","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","true","false","false","false","chasing (#4)","false","false","false","false","false","false","true","false",,"POINT (-73.973598991549 40.7783020016983)"
"-73.95244907791","40.79360032195","38I-AM-1019-01","38I","AM","10192018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9524490779105 40.7936003219524)"
"-73.97612239193","40.76859982759","4E-PM-1008-06","04E","PM","10082018","6","Adult","Gray","Cinnamon","Gray+Cinnamon",,,,,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9761223919286 40.7685998275864)"
"-73.97019267363","40.77785876874","15D-AM-1007-02","15D","AM","10072018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9701926736281 40.7778587687376)"
"-73.95623628168","40.7950457219","38E-AM-1010-08","38E","AM","10102018","8","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9562362816756 40.7950457218996)"
"-73.9674984567","40.77459382687","13H-PM-1010-04","13H","PM","10102018","4","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9674984567017 40.7745938268705)"
"-73.95416014691","40.79078327447","34I-PM-1010-04","34I","PM","10102018","4","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","across the lawn and climb up a small tree","true","false","true","false","false","grooming","false","false","false","false","false","false","false","false",,"POINT (-73.9541601469123 40.79078327446891)"
"-73.95681084651","40.79717270261","39D-AM-1008-05","39D","AM","10082018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.95681084650862 40.7971727026108)"
"-73.97338984873","40.76669751315","3H-PM-1014-02","03H","PM","10142018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","true","false","false","true",,"POINT (-73.9733898487296 40.7666975131518)"
"-73.95941746056","40.79731286538","38B-AM-1019-02","38B","AM","10192018","2","Juvenile","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.9594174605642 40.7973128653773)"
"-73.95680691399","40.79877369009","41C-AM-1017-06","41C","AM","10172018","6","Adult","Gray",,"Gray+",,"Above Ground","4",,"false","false","true","false","false",,"true","false","false","false","false","false","true","false",,"POINT (-73.956806913988 40.7987736900857)"
"-73.95861842329","40.79931538329","41A-PM-1007-02","41A","PM","10072018","2","Adult","Black",,"Black+",,"Above Ground","15",,"false","false","true","false","false","jumping","false","false","false","false","false","false","false","false","stared at me","POINT (-73.9586184232889 40.7993153832942)"
"-73.96739190758","40.77868457692","17F-PM-1020-05","17F","PM","10202018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9673919075839 40.7786845769177)"
"-73.96793197583","40.78211548024","20C-PM-1018-07","20C","PM","10182018","7","Juvenile","Cinnamon","White","Cinnamon+White",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9679319758284 40.7821154802399)"
"-73.97877230828","40.7713655754","5A-PM-1010-03","05A","PM","10102018","3","Adult","Gray",,"Gray+",,"Above Ground","30",,"false","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9787723082807 40.7713655754004)"
"-73.97496415759","40.76733050563","3F-AM-1006-05","03F","AM","10062018","5","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Above Ground","3",,"false","false","true","true","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9749641575871 40.7673305056277)"
"-73.9745908988","40.76551915123","1G-AM-1006-03","01G","AM","10062018","3","Adult","Black","Cinnamon","Black+Cinnamon",,"Ground Plane","FALSE",,"false","true","false","false","true",,"false","false","false","false","false","true","false","false",,"POINT (-73.9745908987975 40.7655191512308)"
"-73.97081083123","40.77739757761","14D-PM-1019-09","14D","PM","10192018","9","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9708108312271 40.7773975776146)"
"-73.96997808573","40.76887060469","6I-PM-1013-01","06I","PM","10132018","1","Adult","Gray","Black","Gray+Black",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","true","false","true","false",,"POINT (-73.9699780857298 40.7688706046944)"
"-73.95469965964","40.79513088569","38F-AM-1018-02","38F","AM","10182018","2","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.954699659637 40.7951308856929)"
"-73.97399807737","40.77390291339","10C-PM-1013-01","10C","PM","10132018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","false","true",,"POINT (-73.973998077367 40.7739029133911)"
"-73.97107389601","40.77232658105","10F-PM-1019-07","10F","PM","10192018","7","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","10","Same tree (as #6)","false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.97107389601 40.7723265810536)"
"-73.97212630505","40.76987638462","7G-PM-1018-01","07G","PM","10182018","1","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9721263050502 40.7698763846186)"
"-73.97643140914","40.7736458058","8B-AM-1007-02","08B","AM","10072018","2","Adult","Gray",,"Gray+",,"Above Ground","20",,"false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9764314091366 40.773645805795205)"
"-73.95292248024","40.79618957636","40G-PM-1013-05","40G","PM","10132018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true","runs from (to the tree)","POINT (-73.9529224802393 40.7961895763649)"
"-73.96802372096","40.77170222082","10I-AM-1010-04","10I","AM","10102018","4","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9680237209555 40.7717022208225)"
"-73.97033141624","40.77858477614","16D-PM-1010-12","16D","PM","10102018","12","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9703314162405 40.778584776139)"
"-73.97013798061","40.77852348124","16D-PM-1010-11","16D","PM","10102018","11","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9701379806066 40.7785234812393)"
"-73.96840584769","40.77539598338","13G-PM-1008-02","13G","PM","10082018","2","Juvenile","Gray",,"Gray+",,"Above Ground","15","willow oak tree","false","false","true","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9684058476942 40.7753959833776)"
"-73.96919687485","40.77658629962","14E-AM-1008-14","14E","AM","10082018","14","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9691968748482 40.7765862996192)"
"-73.97000666591","40.77440288202","12F-PM-1007-13","12F","PM","10072018","13","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9700066659086 40.7744028820163)"
"-73.9689227468","40.78375416075","21B-AM-1019-03","21B","AM","10192018","3","Juvenile","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9689227467959 40.7837541607494)"
"-73.95883455469","40.7991830272","40A-PM-1014-02","40A","PM","10142018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true","runs from (ran from base of tree into bushes)","POINT (-73.9588345546879 40.7991830272008)"
"-73.97720701223","40.76943433525","4C-PM-1010-02","04C","PM","10102018","2","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"true","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.97720701222511 40.7694343352509)"
"-73.96998765017","40.77424826768","12F-PM-1007-06","12F","PM","10072018","6","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"true","true","false","false","true",,"false","false","false","true","false","false","true","false",,"POINT (-73.9699876501742 40.77424826767581)"
"-73.95289376605","40.79229190745","36I-AM-1017-01","36I","AM","10172018","1","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"true","false","false","true","true",,"false","false","false","false","true","false","false","true","runs from (me!)—from a pretty big distance","POINT (-73.9528937660465 40.7922919074537)"
"-73.96980649011","40.78425381158","21A-AM-1019-03","21A","AM","10192018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","Tree & ground","false","true","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9698064901149 40.78425381158391)"
"-73.97746308219","40.76806266741","3D-PM-1010-11","03D","PM","10102018","11","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"true","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9774630821854 40.76806266740861)"
"-73.95887144133","40.78957871154","31F-PM-1007-03","31F","PM","10072018","3","Adult","Gray","White","Gray+White","white belly","Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","false","true",,"POINT (-73.9588714413332 40.7895787115444)"
"-73.9797112925","40.76880467785","2B-PM-1013-09","02B","PM","10132018","9","Adult","Gray","White","Gray+White",,"Above Ground","30",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9797112925048 40.7688046778472)"
"-73.96935046174","40.78306787094","21B-PM-1017-02","21B","PM","10172018","2","Juvenile","Cinnamon","White","Cinnamon+White",,"Above Ground","1",,"false","true","false","false","false",,"false","true","false","false","false","false","false","false","stood on hind legs with front legs on the chest","POINT (-73.9693504617353 40.7830678709405)"
"-73.96278191127","40.78868773604","29D-AM-1014-02","29D","AM","10142018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9627819112681 40.7886877360376)"
"-73.96328661428","40.78900432944","29C-PM-1006-01","29C","PM","10062018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","true","false","true",,"false","false","false","false","false","false","false","false","not too shy","POINT (-73.96328661428412 40.78900432944361)"
"-73.96374408471","40.78914274194","29C-AM-1007-04","29C","AM","10072018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","true","false","false",,"POINT (-73.9637440847107 40.7891427419372)"
"-73.95453837192","40.78997112638","33I-PM-1006-03","33I","PM","10062018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.95453837191882 40.7899711263765)"
"-73.97562782402","40.76695237014","2F-AM-1006-02","02F","AM","10062018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","5","in tree","false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9756278240233 40.7669523701372)"
"-73.96021977629","40.793685057","35C-PM-1013-07","35C","PM","10132018","7","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9602197762862 40.7936850570022)"
"-73.97437951901","40.7692030411","5E-AM-1008-05","05E","AM","10082018","5","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","1",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9743795190073 40.7692030411004)"
"-73.95423325052","40.79334751714","37G-AM-1014-01","37G","AM","10142018","1","Adult","Gray","White","Gray+White","White tail","Above Ground","5",,"false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9542332505231 40.7933475171434)"
"-73.95813898706","40.79930811225","41A-PM-1007-04","41A","PM","10072018","4","Adult","Gray",,"Gray+",,"Above Ground","20",,"true","false","true","false","false","laid down on the branch","false","false","false","false","false","false","false","true",,"POINT (-73.9581389870644 40.799308112252305)"
"-73.95443722977","40.79421131641","37G-PM-1007-02","37G","PM","10072018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","ran under dumpster w/ nut","false","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9544372297722 40.7942113164104)"
"-73.97256692102","40.7681496989","5H-AM-1007-01","05H","AM","10072018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,,,,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9725669210177 40.7681496989029)"
"-73.96460230532","40.7810680044","20F-PM-1007-14","20F","PM","10072018","14","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9646023053207 40.78106800440241)"
